case_id;regiao_administrativa;cobertura_cadastral;evidencia_status;evidencia_endereco;evidencia_valor;n_evidencias;fraude_latente
CASE-03758;Taguatinga;0.84;0;0;0;0;0
CASE-03759;Guará;0.90;0;0;0;0;0
CASE-03760;Plano Piloto;0.97;0;1;0;1;0
CASE-03761;Gama;0.76;0;1;0;1;1
CASE-03762;Sobradinho;0.70;0;0;0;0;0
CASE-03763;Taguatinga;0.84;0;0;0;0;0
CASE-03764;Samambaia;0.62;0;0;1;1;1
CASE-03765;Guará;0.90;0;0;0;0;0
CASE-03766;Guará;0.90;0;0;1;1;0
CASE-03767;Samambaia;0.62;0;0;0;0;0
CASE-03768;Guará;0.90;0;0;1;1;0
CASE-03769;Plano Piloto;0.97;0;0;0;0;0
CASE-03770;Guará;0.90;0;0;0;0;0
CASE-03771;Águas Claras;0.94;1;0;1;2;1
CASE-03772;Águas Claras;0.94;0;0;0;0;0
CASE-03773;Plano Piloto;0.97;0;0;0;0;0
CASE-03774;Guará;0.90;0;0;0;0;0
CASE-03775;Taguatinga;0.84;0;1;0;1;0
CASE-03776;Sobradinho;0.70;1;1;0;2;0
CASE-03777;Ceilândia;0.55;0;1;1;2;1
CASE-03778;Gama;0.76;0;1;0;1;0
CASE-03779;Ceilândia;0.55;0;0;0;0;0
CASE-03780;Sobradinho;0.70;1;0;0;1;0
CASE-03781;Guará;0.90;1;1;1;3;1
CASE-03782;Sobradinho;0.70;0;0;0;0;0
CASE-03783;Águas Claras;0.94;0;0;0;0;0
CASE-03784;Plano Piloto;0.97;0;0;1;1;0
CASE-03785;Guará;0.90;1;1;0;2;0
CASE-03786;Gama;0.76;0;1;0;1;0
CASE-03787;Gama;0.76;0;1;1;2;0
CASE-03788;Plano Piloto;0.97;0;1;0;1;0
CASE-03789;Águas Claras;0.94;0;0;0;0;0
CASE-03790;Guará;0.90;0;1;0;1;0
CASE-03791;Ceilândia;0.55;1;1;0;2;0
CASE-03792;Samambaia;0.62;0;0;1;1;1
CASE-03793;Sobradinho;0.70;0;0;1;1;0
CASE-03794;Plano Piloto;0.97;0;0;0;0;0
CASE-03795;Plano Piloto;0.97;0;0;0;0;0
CASE-03796;Samambaia;0.62;0;0;0;0;0
CASE-03797;Sobradinho;0.70;0;1;0;1;1
CASE-03798;Plano Piloto;0.97;0;0;0;0;0
CASE-03799;Gama;0.76;1;1;1;3;1
CASE-03800;Gama;0.76;0;0;0;0;0
CASE-03801;Plano Piloto;0.97;0;0;0;0;0
CASE-03802;Taguatinga;0.84;0;0;0;0;0
CASE-03803;Ceilândia;0.55;1;1;0;2;1
CASE-03804;Samambaia;0.62;0;0;0;0;0
CASE-03805;Sobradinho;0.70;0;1;1;2;1
CASE-03806;Sobradinho;0.70;0;0;0;0;0
CASE-03807;Taguatinga;0.84;0;0;0;0;0
CASE-03808;Samambaia;0.62;0;0;0;0;0
CASE-03809;Sobradinho;0.70;0;0;0;0;0
CASE-03810;Guará;0.90;0;1;0;1;0
CASE-03811;Plano Piloto;0.97;1;0;0;1;0
CASE-03812;Sobradinho;0.70;0;0;0;0;0
CASE-03813;Gama;0.76;0;0;0;0;0
CASE-03814;Samambaia;0.62;1;1;1;3;0
CASE-03815;Ceilândia;0.55;0;1;0;1;0
CASE-03816;Samambaia;0.62;1;1;1;3;1
CASE-03817;Guará;0.90;1;0;1;2;1
CASE-03818;Gama;0.76;0;0;0;0;0
CASE-03819;Gama;0.76;0;0;0;0;0
CASE-03820;Gama;0.76;1;0;0;1;0
CASE-03821;Plano Piloto;0.97;1;1;1;3;1
CASE-03822;Plano Piloto;0.97;0;0;0;0;0
CASE-03823;Samambaia;0.62;0;0;0;0;0
CASE-03824;Guará;0.90;0;0;0;0;0
CASE-03825;Taguatinga;0.84;0;0;0;0;0
CASE-03826;Guará;0.90;0;0;0;0;0
CASE-03827;Sobradinho;0.70;0;0;0;0;0
CASE-03828;Plano Piloto;0.97;0;0;0;0;0
CASE-03829;Sobradinho;0.70;1;0;0;1;0
CASE-03830;Ceilândia;0.55;0;0;0;0;0
CASE-03831;Gama;0.76;1;0;0;1;0
CASE-03832;Sobradinho;0.70;1;0;0;1;0
CASE-03833;Gama;0.76;1;0;0;1;0
CASE-03834;Taguatinga;0.84;0;0;0;0;0
CASE-03835;Guará;0.90;0;0;1;1;0
CASE-03836;Sobradinho;0.70;1;1;0;2;0
CASE-03837;Samambaia;0.62;0;1;0;1;0
CASE-03838;Taguatinga;0.84;0;0;0;0;0
CASE-03839;Taguatinga;0.84;0;0;0;0;0
CASE-03840;Taguatinga;0.84;0;0;0;0;0
CASE-03841;Taguatinga;0.84;0;1;0;1;0
CASE-03842;Samambaia;0.62;1;0;0;1;0
CASE-03843;Samambaia;0.62;1;1;0;2;1
CASE-03844;Ceilândia;0.55;0;0;0;0;0
CASE-03845;Gama;0.76;0;0;0;0;0
CASE-03846;Taguatinga;0.84;0;1;0;1;0
CASE-03847;Ceilândia;0.55;0;1;0;1;0
CASE-03848;Taguatinga;0.84;0;0;0;0;0
CASE-03849;Ceilândia;0.55;0;0;0;0;0
CASE-03850;Sobradinho;0.70;1;0;0;1;0
CASE-03851;Samambaia;0.62;0;0;0;0;0
CASE-03852;Samambaia;0.62;1;0;0;1;0
CASE-03853;Taguatinga;0.84;0;1;0;1;0
CASE-03854;Plano Piloto;0.97;0;1;1;2;1
CASE-03855;Plano Piloto;0.97;0;0;0;0;0
CASE-03856;Guará;0.90;0;0;0;0;0
CASE-03857;Gama;0.76;0;0;0;0;0
CASE-03858;Plano Piloto;0.97;0;1;0;1;1
CASE-03859;Taguatinga;0.84;0;0;0;0;1
CASE-03860;Taguatinga;0.84;0;0;0;0;0
CASE-03861;Ceilândia;0.55;0;1;0;1;0
CASE-03862;Ceilândia;0.55;0;1;0;1;0
CASE-03863;Sobradinho;0.70;0;0;0;0;0
CASE-03864;Sobradinho;0.70;0;1;0;1;0
CASE-03865;Ceilândia;0.55;0;0;1;1;0
CASE-03866;Gama;0.76;0;0;1;1;0
CASE-03867;Ceilândia;0.55;0;1;0;1;0
CASE-03868;Ceilândia;0.55;0;0;0;0;0
CASE-03869;Águas Claras;0.94;0;1;0;1;0
CASE-03870;Samambaia;0.62;0;0;0;0;0
CASE-03871;Taguatinga;0.84;0;1;0;1;0
CASE-03872;Guará;0.90;1;0;1;2;1
CASE-03873;Guará;0.90;0;0;0;0;0
CASE-03874;Guará;0.90;0;1;1;2;0
CASE-03875;Samambaia;0.62;0;1;0;1;1
CASE-03876;Ceilândia;0.55;1;0;0;1;0
CASE-03877;Samambaia;0.62;0;0;0;0;0
CASE-03878;Gama;0.76;0;0;0;0;0
CASE-03879;Plano Piloto;0.97;0;0;0;0;0
CASE-03880;Guará;0.90;0;0;0;0;0
CASE-03881;Guará;0.90;0;0;1;1;0
CASE-03882;Samambaia;0.62;0;0;0;0;0
CASE-03883;Águas Claras;0.94;0;0;1;1;0
CASE-03884;Águas Claras;0.94;0;0;0;0;1
CASE-03885;Plano Piloto;0.97;0;0;0;0;0
CASE-03886;Plano Piloto;0.97;1;1;0;2;1
CASE-03887;Plano Piloto;0.97;0;1;0;1;0
CASE-03888;Taguatinga;0.84;0;0;0;0;0
CASE-03889;Gama;0.76;0;0;0;0;0
CASE-03890;Sobradinho;0.70;0;1;0;1;0
CASE-03891;Taguatinga;0.84;0;1;0;1;0
CASE-03892;Taguatinga;0.84;0;1;0;1;0
CASE-03893;Taguatinga;0.84;0;0;1;1;0
CASE-03894;Águas Claras;0.94;1;0;1;2;1
CASE-03895;Taguatinga;0.84;0;0;0;0;0
CASE-03896;Taguatinga;0.84;0;1;0;1;0
CASE-03897;Ceilândia;0.55;0;0;0;0;0
CASE-03898;Guará;0.90;0;0;0;0;0
CASE-03899;Plano Piloto;0.97;0;1;1;2;0
CASE-03900;Guará;0.90;0;1;0;1;0
CASE-03901;Samambaia;0.62;0;1;1;2;0
CASE-03902;Guará;0.90;0;0;0;0;0
CASE-03903;Sobradinho;0.70;0;1;1;2;0
CASE-03904;Guará;0.90;1;0;0;1;0
CASE-03905;Taguatinga;0.84;0;0;1;1;0
CASE-03906;Plano Piloto;0.97;1;0;0;1;0
CASE-03907;Ceilândia;0.55;0;0;0;0;0
CASE-03908;Águas Claras;0.94;0;0;0;0;0
CASE-03909;Samambaia;0.62;0;1;1;2;1
CASE-03910;Ceilândia;0.55;0;0;0;0;0
CASE-03911;Águas Claras;0.94;0;0;0;0;0
CASE-03912;Gama;0.76;0;0;0;0;0
CASE-03913;Águas Claras;0.94;1;0;0;1;0
CASE-03914;Ceilândia;0.55;0;1;0;1;0
CASE-03915;Ceilândia;0.55;1;1;1;3;1
CASE-03916;Ceilândia;0.55;0;0;0;0;0
CASE-03917;Guará;0.90;0;1;0;1;0
CASE-03918;Ceilândia;0.55;0;0;0;0;0
CASE-03919;Ceilândia;0.55;0;0;0;0;0
CASE-03920;Taguatinga;0.84;0;0;0;0;0
CASE-03921;Taguatinga;0.84;1;1;1;3;1
CASE-03922;Gama;0.76;0;1;0;1;0
CASE-03923;Águas Claras;0.94;0;0;1;1;1
CASE-03924;Sobradinho;0.70;1;1;1;3;1
CASE-03925;Gama;0.76;0;1;0;1;0
CASE-03926;Sobradinho;0.70;1;0;0;1;0
CASE-03927;Sobradinho;0.70;0;1;0;1;0
CASE-03928;Ceilândia;0.55;1;0;1;2;1
CASE-03929;Samambaia;0.62;0;1;0;1;0
CASE-03930;Guará;0.90;1;1;0;2;1
CASE-03931;Guará;0.90;0;1;0;1;0
CASE-03932;Águas Claras;0.94;0;1;0;1;0
CASE-03933;Guará;0.90;0;0;0;0;0
CASE-03934;Plano Piloto;0.97;0;1;1;2;0
CASE-03935;Ceilândia;0.55;0;1;1;2;1
CASE-03936;Águas Claras;0.94;0;1;0;1;0
CASE-03937;Samambaia;0.62;0;1;0;1;0
CASE-03938;Guará;0.90;0;0;0;0;0
CASE-03939;Sobradinho;0.70;0;0;0;0;0
CASE-03940;Sobradinho;0.70;0;0;0;0;0
CASE-03941;Plano Piloto;0.97;1;0;0;1;0
CASE-03942;Samambaia;0.62;0;0;0;0;0
CASE-03943;Taguatinga;0.84;1;1;0;2;1
CASE-03944;Taguatinga;0.84;0;0;1;1;0
CASE-03945;Sobradinho;0.70;0;0;1;1;0
CASE-03946;Plano Piloto;0.97;0;0;0;0;0
CASE-03947;Taguatinga;0.84;1;1;1;3;1
CASE-03948;Sobradinho;0.70;0;0;0;0;0
CASE-03949;Plano Piloto;0.97;0;1;0;1;1
CASE-03950;Gama;0.76;0;0;0;0;0
CASE-03951;Guará;0.90;0;0;0;0;0
CASE-03952;Ceilândia;0.55;1;0;0;1;0
CASE-03953;Samambaia;0.62;0;0;0;0;0
CASE-03954;Sobradinho;0.70;0;1;0;1;0
CASE-03955;Samambaia;0.62;0;0;0;0;0
CASE-03956;Sobradinho;0.70;0;0;1;1;0
CASE-03957;Gama;0.76;1;0;0;1;1
CASE-03958;Taguatinga;0.84;0;1;1;2;1
CASE-03959;Gama;0.76;0;0;0;0;0
CASE-03960;Samambaia;0.62;0;0;0;0;0
CASE-03961;Sobradinho;0.70;0;0;0;0;0
CASE-03962;Ceilândia;0.55;1;1;0;2;0
CASE-03963;Samambaia;0.62;0;0;0;0;0
CASE-03964;Plano Piloto;0.97;0;0;0;0;0
CASE-03965;Sobradinho;0.70;0;1;0;1;0
CASE-03966;Gama;0.76;0;0;0;0;0
CASE-03967;Plano Piloto;0.97;1;0;0;1;0
CASE-03968;Gama;0.76;0;0;1;1;0
CASE-03969;Sobradinho;0.70;0;0;0;0;0
CASE-03970;Plano Piloto;0.97;0;0;0;0;0
CASE-03971;Plano Piloto;0.97;1;1;0;2;1
CASE-03972;Plano Piloto;0.97;0;0;1;1;0
CASE-03973;Gama;0.76;0;0;0;0;0
CASE-03974;Taguatinga;0.84;0;1;0;1;1
CASE-03975;Gama;0.76;0;1;0;1;0
CASE-03976;Samambaia;0.62;0;0;0;0;0
CASE-03977;Sobradinho;0.70;0;0;0;0;0
CASE-03978;Plano Piloto;0.97;1;0;1;2;0
CASE-03979;Gama;0.76;1;0;1;2;1
CASE-03980;Samambaia;0.62;0;1;0;1;0
CASE-03981;Ceilândia;0.55;0;0;0;0;0
CASE-03982;Taguatinga;0.84;0;0;0;0;0
CASE-03983;Guará;0.90;0;0;1;1;0
CASE-03984;Guará;0.90;1;0;0;1;0
CASE-03985;Taguatinga;0.84;0;1;0;1;0
CASE-03986;Águas Claras;0.94;0;0;0;0;0
CASE-03987;Gama;0.76;1;0;1;2;1
CASE-03988;Gama;0.76;1;1;1;3;1
CASE-03989;Sobradinho;0.70;0;1;0;1;0
CASE-03990;Ceilândia;0.55;0;1;0;1;0
CASE-03991;Gama;0.76;0;0;0;0;0
CASE-03992;Guará;0.90;0;1;1;2;1
CASE-03993;Guará;0.90;1;1;0;2;1
CASE-03994;Sobradinho;0.70;1;0;0;1;0
CASE-03995;Gama;0.76;0;0;0;0;0
CASE-03996;Taguatinga;0.84;1;0;1;2;1
CASE-03997;Guará;0.90;0;1;0;1;1
CASE-03998;Samambaia;0.62;0;0;0;0;0
CASE-03999;Samambaia;0.62;0;0;0;0;0
CASE-04000;Ceilândia;0.55;1;0;0;1;1
CASE-04001;Gama;0.76;0;0;0;0;0
CASE-04002;Ceilândia;0.55;0;1;0;1;0
CASE-04003;Águas Claras;0.94;0;0;0;0;0
CASE-04004;Samambaia;0.62;1;1;0;2;0
CASE-04005;Gama;0.76;0;0;1;1;0
CASE-04006;Samambaia;0.62;0;1;0;1;0
CASE-04007;Ceilândia;0.55;0;0;0;0;0
CASE-04008;Ceilândia;0.55;0;0;1;1;1
CASE-04009;Gama;0.76;0;0;0;0;0
CASE-04010;Taguatinga;0.84;1;1;1;3;0
CASE-04011;Ceilândia;0.55;0;0;1;1;1
CASE-04012;Plano Piloto;0.97;0;0;0;0;0
CASE-04013;Guará;0.90;1;0;0;1;0
CASE-04014;Taguatinga;0.84;0;0;0;0;0
CASE-04015;Samambaia;0.62;0;1;1;2;0
CASE-04016;Águas Claras;0.94;1;0;0;1;0
CASE-04017;Sobradinho;0.70;0;0;0;0;0
CASE-04018;Águas Claras;0.94;0;0;0;0;0
CASE-04019;Gama;0.76;1;1;0;2;1
CASE-04020;Taguatinga;0.84;0;0;0;0;0
CASE-04021;Sobradinho;0.70;0;0;0;0;0
CASE-04022;Águas Claras;0.94;0;0;0;0;0
CASE-04023;Ceilândia;0.55;0;0;0;0;0
CASE-04024;Plano Piloto;0.97;0;1;0;1;1
CASE-04025;Samambaia;0.62;0;0;0;0;0
CASE-04026;Sobradinho;0.70;0;0;0;0;0
CASE-04027;Guará;0.90;0;0;0;0;0
CASE-04028;Guará;0.90;1;1;1;3;1
CASE-04029;Ceilândia;0.55;1;0;0;1;0
CASE-04030;Plano Piloto;0.97;1;0;0;1;0
CASE-04031;Taguatinga;0.84;0;0;0;0;0
CASE-04032;Plano Piloto;0.97;0;0;0;0;0
CASE-04033;Águas Claras;0.94;0;1;1;2;0
CASE-04034;Sobradinho;0.70;0;1;0;1;0
CASE-04035;Águas Claras;0.94;0;1;0;1;0
CASE-04036;Sobradinho;0.70;0;0;0;0;0
CASE-04037;Guará;0.90;1;0;0;1;0
CASE-04038;Samambaia;0.62;0;0;1;1;1
CASE-04039;Ceilândia;0.55;1;0;1;2;0
CASE-04040;Gama;0.76;1;0;0;1;0
CASE-04041;Sobradinho;0.70;0;0;0;0;0
CASE-04042;Ceilândia;0.55;0;1;0;1;1
CASE-04043;Gama;0.76;0;0;0;0;0
CASE-04044;Águas Claras;0.94;1;1;0;2;0
CASE-04045;Sobradinho;0.70;0;1;0;1;0
CASE-04046;Guará;0.90;0;0;0;0;0
CASE-04047;Taguatinga;0.84;0;0;0;0;0
CASE-04048;Samambaia;0.62;0;0;0;0;0
CASE-04049;Plano Piloto;0.97;0;0;1;1;0
CASE-04050;Samambaia;0.62;0;0;0;0;0
CASE-04051;Sobradinho;0.70;1;1;1;3;1
CASE-04052;Taguatinga;0.84;0;0;0;0;0
CASE-04053;Gama;0.76;0;0;0;0;0
CASE-04054;Ceilândia;0.55;0;0;0;0;0
CASE-04055;Plano Piloto;0.97;1;0;1;2;1
CASE-04056;Taguatinga;0.84;1;1;0;2;0
CASE-04057;Plano Piloto;0.97;0;0;0;0;0
CASE-04058;Ceilândia;0.55;0;0;0;0;0
CASE-04059;Águas Claras;0.94;0;1;0;1;0
CASE-04060;Plano Piloto;0.97;0;0;0;0;0
CASE-04061;Guará;0.90;0;0;1;1;0
CASE-04062;Sobradinho;0.70;0;0;0;0;0
CASE-04063;Guará;0.90;0;0;0;0;0
CASE-04064;Ceilândia;0.55;0;1;1;2;0
CASE-04065;Plano Piloto;0.97;0;0;0;0;0
CASE-04066;Sobradinho;0.70;0;0;1;1;0
CASE-04067;Águas Claras;0.94;1;0;1;2;1
CASE-04068;Sobradinho;0.70;0;0;0;0;0
CASE-04069;Taguatinga;0.84;0;0;0;0;0
CASE-04070;Guará;0.90;0;1;0;1;0
CASE-04071;Ceilândia;0.55;1;1;1;3;1
CASE-04072;Ceilândia;0.55;1;0;1;2;1
CASE-04073;Ceilândia;0.55;0;0;1;1;0
CASE-04074;Gama;0.76;0;0;0;0;0
CASE-04075;Ceilândia;0.55;0;1;0;1;0
CASE-04076;Plano Piloto;0.97;1;1;1;3;1
CASE-04077;Plano Piloto;0.97;0;0;0;0;0
CASE-04078;Ceilândia;0.55;1;1;0;2;1
CASE-04079;Taguatinga;0.84;0;1;0;1;0
CASE-04080;Águas Claras;0.94;1;1;0;2;1
CASE-04081;Águas Claras;0.94;0;0;0;0;0
CASE-04082;Ceilândia;0.55;1;1;0;2;0
CASE-04083;Guará;0.90;0;0;0;0;0
CASE-04084;Águas Claras;0.94;0;0;0;0;0
CASE-04085;Taguatinga;0.84;0;0;1;1;1
CASE-04086;Águas Claras;0.94;0;0;0;0;0
CASE-04087;Taguatinga;0.84;1;0;0;1;0
CASE-04088;Águas Claras;0.94;0;0;0;0;0
CASE-04089;Guará;0.90;0;0;0;0;0
CASE-04090;Samambaia;0.62;0;0;0;0;0
CASE-04091;Águas Claras;0.94;0;0;0;0;0
CASE-04092;Águas Claras;0.94;0;1;0;1;0
CASE-04093;Ceilândia;0.55;1;0;0;1;0
CASE-04094;Taguatinga;0.84;0;0;1;1;0
CASE-04095;Águas Claras;0.94;0;0;0;0;0
CASE-04096;Gama;0.76;0;0;0;0;0
CASE-04097;Ceilândia;0.55;0;1;0;1;1
CASE-04098;Ceilândia;0.55;0;1;0;1;0
CASE-04099;Águas Claras;0.94;0;0;0;0;0
CASE-04100;Taguatinga;0.84;1;0;0;1;0
CASE-04101;Sobradinho;0.70;0;1;0;1;0
CASE-04102;Taguatinga;0.84;0;0;0;0;0
CASE-04103;Águas Claras;0.94;0;0;0;0;0
CASE-04104;Taguatinga;0.84;0;0;0;0;0
CASE-04105;Gama;0.76;1;1;0;2;1
CASE-04106;Ceilândia;0.55;1;0;0;1;0
CASE-04107;Sobradinho;0.70;0;0;0;0;0
CASE-04108;Plano Piloto;0.97;0;1;0;1;0
CASE-04109;Plano Piloto;0.97;1;0;0;1;1
CASE-04110;Ceilândia;0.55;0;0;0;0;0
CASE-04111;Taguatinga;0.84;0;0;0;0;0
CASE-04112;Ceilândia;0.55;1;0;0;1;0
CASE-04113;Plano Piloto;0.97;0;0;0;0;0
CASE-04114;Samambaia;0.62;0;1;0;1;0
CASE-04115;Taguatinga;0.84;0;1;0;1;0
CASE-04116;Águas Claras;0.94;0;1;0;1;0
CASE-04117;Águas Claras;0.94;0;0;0;0;0
CASE-04118;Plano Piloto;0.97;0;0;0;0;0
CASE-04119;Ceilândia;0.55;0;0;0;0;0
CASE-04120;Taguatinga;0.84;0;0;0;0;0
CASE-04121;Águas Claras;0.94;0;1;1;2;0
CASE-04122;Águas Claras;0.94;1;1;0;2;1
CASE-04123;Sobradinho;0.70;0;0;0;0;0
CASE-04124;Gama;0.76;1;1;0;2;0
CASE-04125;Ceilândia;0.55;0;0;1;1;0
CASE-04126;Guará;0.90;0;0;0;0;0
CASE-04127;Águas Claras;0.94;1;1;0;2;1
CASE-04128;Gama;0.76;0;0;0;0;0
CASE-04129;Ceilândia;0.55;0;1;0;1;0
CASE-04130;Gama;0.76;0;0;0;0;0
CASE-04131;Sobradinho;0.70;0;0;0;0;0
CASE-04132;Ceilândia;0.55;1;1;1;3;1
CASE-04133;Guará;0.90;1;0;1;2;0
CASE-04134;Sobradinho;0.70;0;0;0;0;0
CASE-04135;Samambaia;0.62;0;1;0;1;0
CASE-04136;Gama;0.76;0;0;0;0;0
CASE-04137;Sobradinho;0.70;0;0;0;0;0
CASE-04138;Sobradinho;0.70;0;0;0;0;0
CASE-04139;Águas Claras;0.94;1;0;0;1;0
CASE-04140;Sobradinho;0.70;0;0;0;0;0
CASE-04141;Ceilândia;0.55;0;0;1;1;0
CASE-04142;Gama;0.76;1;1;1;3;1
CASE-04143;Águas Claras;0.94;0;0;0;0;0
CASE-04144;Ceilândia;0.55;0;1;0;1;0
CASE-04145;Gama;0.76;1;0;0;1;0
CASE-04146;Gama;0.76;0;0;0;0;0
CASE-04147;Gama;0.76;0;0;0;0;0
CASE-04148;Gama;0.76;0;1;1;2;0
CASE-04149;Águas Claras;0.94;0;0;0;0;0
CASE-04150;Sobradinho;0.70;1;0;0;1;0
CASE-04151;Samambaia;0.62;0;0;0;0;0
CASE-04152;Plano Piloto;0.97;0;0;0;0;0
CASE-04153;Guará;0.90;0;0;0;0;0
CASE-04154;Ceilândia;0.55;0;1;1;2;0
CASE-04155;Samambaia;0.62;0;0;0;0;0
CASE-04156;Sobradinho;0.70;0;1;0;1;0
CASE-04157;Ceilândia;0.55;0;0;1;1;0
CASE-04158;Sobradinho;0.70;0;0;0;0;0
CASE-04159;Ceilândia;0.55;0;1;0;1;0
CASE-04160;Guará;0.90;0;0;1;1;0
CASE-04161;Plano Piloto;0.97;0;0;1;1;0
CASE-04162;Ceilândia;0.55;0;1;0;1;0
CASE-04163;Plano Piloto;0.97;0;0;0;0;0
CASE-04164;Gama;0.76;0;0;0;0;0
CASE-04165;Guará;0.90;0;0;0;0;0
CASE-04166;Guará;0.90;1;1;0;2;0
CASE-04167;Taguatinga;0.84;0;0;0;0;0
CASE-04168;Plano Piloto;0.97;0;0;0;0;0
CASE-04169;Guará;0.90;1;0;0;1;0
CASE-04170;Águas Claras;0.94;1;0;0;1;0
CASE-04171;Guará;0.90;0;0;0;0;0
CASE-04172;Samambaia;0.62;0;0;0;0;0
CASE-04173;Águas Claras;0.94;1;0;1;2;0
CASE-04174;Ceilândia;0.55;0;1;0;1;0
CASE-04175;Sobradinho;0.70;0;0;0;0;0
CASE-04176;Ceilândia;0.55;0;0;0;0;0
CASE-04177;Guará;0.90;1;0;1;2;0
CASE-04178;Plano Piloto;0.97;0;1;0;1;0
CASE-04179;Taguatinga;0.84;0;0;0;0;0
CASE-04180;Samambaia;0.62;0;0;0;0;0
CASE-04181;Ceilândia;0.55;0;0;0;0;0
CASE-04182;Plano Piloto;0.97;0;0;0;0;0
CASE-04183;Sobradinho;0.70;1;0;1;2;0
CASE-04184;Samambaia;0.62;0;0;0;0;0
CASE-04185;Águas Claras;0.94;0;0;0;0;0
CASE-04186;Taguatinga;0.84;0;1;0;1;0
CASE-04187;Sobradinho;0.70;0;0;0;0;0
CASE-04188;Samambaia;0.62;0;0;1;1;0
CASE-04189;Guará;0.90;1;0;1;2;0
CASE-04190;Ceilândia;0.55;0;0;1;1;0
CASE-04191;Gama;0.76;1;0;0;1;0
CASE-04192;Ceilândia;0.55;0;0;0;0;0
CASE-04193;Sobradinho;0.70;0;1;0;1;0
CASE-04194;Guará;0.90;0;0;0;0;0
CASE-04195;Gama;0.76;0;0;0;0;0
CASE-04196;Plano Piloto;0.97;0;0;0;0;0
CASE-04197;Samambaia;0.62;0;1;1;2;0
CASE-04198;Samambaia;0.62;0;1;1;2;1
CASE-04199;Taguatinga;0.84;1;0;0;1;0
CASE-04200;Taguatinga;0.84;0;0;0;0;0
CASE-04201;Ceilândia;0.55;0;0;0;0;0
CASE-04202;Sobradinho;0.70;1;0;0;1;0
CASE-04203;Taguatinga;0.84;0;1;0;1;0
CASE-04204;Gama;0.76;0;0;1;1;0
CASE-04205;Samambaia;0.62;1;0;0;1;0
CASE-04206;Samambaia;0.62;0;0;1;1;0
CASE-04207;Ceilândia;0.55;0;0;0;0;0
CASE-04208;Guará;0.90;0;0;1;1;0
CASE-04209;Samambaia;0.62;1;1;1;3;1
CASE-04210;Ceilândia;0.55;0;0;1;1;0
CASE-04211;Samambaia;0.62;0;1;0;1;0
CASE-04212;Gama;0.76;1;0;1;2;0
CASE-04213;Sobradinho;0.70;0;0;0;0;0
CASE-04214;Águas Claras;0.94;1;1;1;3;1
CASE-04215;Águas Claras;0.94;1;1;0;2;1
CASE-04216;Samambaia;0.62;0;0;0;0;0
CASE-04217;Samambaia;0.62;0;0;1;1;0
CASE-04218;Ceilândia;0.55;0;0;1;1;0
CASE-04219;Sobradinho;0.70;0;1;0;1;0
CASE-04220;Ceilândia;0.55;1;0;0;1;0
CASE-04221;Samambaia;0.62;1;1;0;2;0
CASE-04222;Águas Claras;0.94;0;1;0;1;0
CASE-04223;Taguatinga;0.84;0;1;0;1;0
CASE-04224;Águas Claras;0.94;0;0;0;0;0
CASE-04225;Águas Claras;0.94;0;0;0;0;0
CASE-04226;Taguatinga;0.84;1;0;0;1;0
CASE-04227;Ceilândia;0.55;0;1;0;1;0
CASE-04228;Plano Piloto;0.97;0;1;1;2;0
CASE-04229;Águas Claras;0.94;0;1;0;1;0
CASE-04230;Águas Claras;0.94;0;0;1;1;0
CASE-04231;Samambaia;0.62;0;1;0;1;0
CASE-04232;Águas Claras;0.94;0;0;0;0;0
CASE-04233;Gama;0.76;0;0;1;1;1
CASE-04234;Taguatinga;0.84;0;0;0;0;0
CASE-04235;Samambaia;0.62;0;1;0;1;0
CASE-04236;Samambaia;0.62;1;0;0;1;0
CASE-04237;Gama;0.76;1;0;1;2;1
CASE-04238;Águas Claras;0.94;1;0;0;1;0
CASE-04239;Samambaia;0.62;1;1;0;2;0
CASE-04240;Gama;0.76;0;0;0;0;0
CASE-04241;Águas Claras;0.94;0;0;0;0;0
CASE-04242;Ceilândia;0.55;0;0;0;0;0
CASE-04243;Plano Piloto;0.97;0;1;0;1;0
CASE-04244;Gama;0.76;1;0;0;1;0
CASE-04245;Ceilândia;0.55;0;0;0;0;0
CASE-04246;Águas Claras;0.94;0;0;0;0;0
CASE-04247;Plano Piloto;0.97;0;0;1;1;1
CASE-04248;Águas Claras;0.94;0;0;0;0;0
CASE-04249;Taguatinga;0.84;0;0;0;0;0
CASE-04250;Plano Piloto;0.97;0;0;0;0;0
CASE-04251;Taguatinga;0.84;0;1;0;1;0
CASE-04252;Plano Piloto;0.97;0;0;0;0;0
CASE-04253;Plano Piloto;0.97;0;1;1;2;0
CASE-04254;Samambaia;0.62;0;0;0;0;0
CASE-04255;Guará;0.90;0;0;1;1;1
CASE-04256;Samambaia;0.62;1;0;1;2;0
CASE-04257;Sobradinho;0.70;1;1;1;3;1
CASE-04258;Águas Claras;0.94;0;1;0;1;0
CASE-04259;Sobradinho;0.70;0;1;0;1;0
CASE-04260;Guará;0.90;0;1;0;1;0
CASE-04261;Sobradinho;0.70;0;1;0;1;0
CASE-04262;Plano Piloto;0.97;0;0;0;0;0
CASE-04263;Sobradinho;0.70;0;0;1;1;0
CASE-04264;Guará;0.90;0;0;0;0;0
CASE-04265;Ceilândia;0.55;0;0;0;0;0
CASE-04266;Sobradinho;0.70;1;0;0;1;0
CASE-04267;Taguatinga;0.84;0;0;1;1;1
