case_id;cnpj_sintetico;razao_social_sintetica;regiao_administrativa;endereco_declarado;endereco_referencia;status_declarado;status_referencia;valor_declarado;valor_referencia;tipo_cenario;evidencia_status;evidencia_endereco;evidencia_valor;severidade;ground_truth_inconsistencia
CASE-0323;SYN-CNPJ-000323;Empresa Sintética 0323;Taguatinga;Setor Sintético F, Q24, L004, Taguatinga, DF;Setor Sintético F, Q24, L004, Taguatinga, DF;ATIVA;ATIVA;6407.59;6407.59;consistente;0;0;0;nenhuma;0
CASE-0324;SYN-CNPJ-000324;Empresa Sintética 0324;Taguatinga;Setor Sintético Divergente, Q25, L045, Taguatinga, DF;Setor Sintético A, Q25, L005, Taguatinga, DF;ATIVA;ATIVA;3768.53;3768.53;territorial;0;1;0;media;1
CASE-0325;SYN-CNPJ-000325;Empresa Sintética 0325;Samambaia;Setor Sintético B, Q26, L006, Samambaia, DF;Setor Sintético B, Q26, L006, Samambaia, DF;ATIVA;ATIVA;20844.4;20844.4;consistente;0;0;0;nenhuma;0
CASE-0326;SYN-CNPJ-000326;Empresa Sintética 0326;Sobradinho;Setor Sintético Divergente, Q02, L047, Sobradinho, DF;Setor Sintético C, Q27, L007, Sobradinho, DF;ATIVA;ATIVA;20381.69;20381.69;territorial;0;1;0;media;1
CASE-0327;SYN-CNPJ-000327;Empresa Sintética 0327;Sobradinho;Setor Sintético D, Q28, L008, Sobradinho, DF;Setor Sintético D, Q28, L008, Sobradinho, DF;ATIVA;ATIVA;7689.34;7689.34;consistente;0;0;0;nenhuma;0
CASE-0328;SYN-CNPJ-000328;Empresa Sintética 0328;Águas Claras;Setor Sintético E, Q29, L009, Águas Claras, DF;Setor Sintético E, Q29, L009, Águas Claras, DF;ATIVA;ATIVA;8232.1;8232.1;consistente;0;0;0;nenhuma;0
CASE-0329;SYN-CNPJ-000329;Empresa Sintética 0329;Gama;Setor Sintético F, Q30, L010, Gama, DF;Setor Sintético F, Q30, L010, Gama, DF;BAIXADA;BAIXADA;6706.19;6706.19;consistente;0;0;0;nenhuma;0
CASE-0330;SYN-CNPJ-000330;Empresa Sintética 0330;Águas Claras;Setor Sintético A, Q01, L011, Águas Claras, DF;Setor Sintético A, Q01, L011, Águas Claras, DF;ATIVA;ATIVA;6009.82;9245.87;valor;0;0;1;media;1
CASE-0331;SYN-CNPJ-000331;Empresa Sintética 0331;Samambaia;Setor Sintético Divergente, Q07, L052, Samambaia, DF;Setor Sintético B, Q02, L012, Samambaia, DF;BAIXADA;ATIVA;5146.98;3549.64;multiplas;1;1;1;alta;1
CASE-0332;SYN-CNPJ-000332;Empresa Sintética 0332;Gama;Setor Sintético C, Q03, L013, Gama, DF;Setor Sintético C, Q03, L013, Gama, DF;ATIVA;BAIXADA;22418.62;22418.62;cadastral;1;0;0;media;1
CASE-0333;SYN-CNPJ-000333;Empresa Sintética 0333;Ceilândia;Setor Sintético D, Q04, L014, Ceilândia, DF;Setor Sintético D, Q04, L014, Ceilândia, DF;BAIXADA;BAIXADA;17455.68;17455.68;consistente;0;0;0;nenhuma;0
CASE-0334;SYN-CNPJ-000334;Empresa Sintética 0334;Guará;Setor Sintético E, Q05, L015, Guará, DF;Setor Sintético E, Q05, L015, Guará, DF;ATIVA;ATIVA;18313.49;18313.49;consistente;0;0;0;nenhuma;0
CASE-0335;SYN-CNPJ-000335;Empresa Sintética 0335;Ceilândia;Setor Sintético F, Q06, L016, Ceilândia, DF;Setor Sintético F, Q06, L016, Ceilândia, DF;ATIVA;ATIVA;8369.68;8369.68;consistente;0;0;0;nenhuma;0
CASE-0336;SYN-CNPJ-000336;Empresa Sintética 0336;Guará;Setor Sintético A, Q07, L017, Guará, DF;Setor Sintético A, Q07, L017, Guará, DF;ATIVA;ATIVA;11424.94;11424.94;consistente;0;0;0;nenhuma;0
CASE-0337;SYN-CNPJ-000337;Empresa Sintética 0337;Ceilândia;Setor Sintético B, Q08, L018, Ceilândia, DF;Setor Sintético B, Q08, L018, Ceilândia, DF;BAIXADA;BAIXADA;5923.39;9112.9;valor;0;0;1;media;1
CASE-0338;SYN-CNPJ-000338;Empresa Sintética 0338;Samambaia;Setor Sintético C, Q09, L019, Samambaia, DF;Setor Sintético C, Q09, L019, Samambaia, DF;BAIXADA;BAIXADA;4697.3;7226.61;valor;0;0;1;media;1
CASE-0339;SYN-CNPJ-000339;Empresa Sintética 0339;Gama;Setor Sintético D, Q10, L020, Gama, DF;Setor Sintético D, Q10, L020, Gama, DF;ATIVA;ATIVA;13070.61;13070.61;consistente;0;0;0;nenhuma;0
CASE-0340;SYN-CNPJ-000340;Empresa Sintética 0340;Ceilândia;Setor Sintético E, Q11, L021, Ceilândia, DF;Setor Sintético E, Q11, L021, Ceilândia, DF;ATIVA;ATIVA;5597.34;3998.1;valor;0;0;1;media;1
CASE-0341;SYN-CNPJ-000341;Empresa Sintética 0341;Taguatinga;Setor Sintético F, Q12, L022, Taguatinga, DF;Setor Sintético F, Q12, L022, Taguatinga, DF;ATIVA;ATIVA;19573.63;19573.63;consistente;0;0;0;nenhuma;0
CASE-0342;SYN-CNPJ-000342;Empresa Sintética 0342;Gama;Setor Sintético A, Q13, L023, Gama, DF;Setor Sintético A, Q13, L023, Gama, DF;ATIVA;ATIVA;15324.82;15324.82;consistente;0;0;0;nenhuma;0
CASE-0343;SYN-CNPJ-000343;Empresa Sintética 0343;Samambaia;Setor Sintético Divergente, Q19, L064, Samambaia, DF;Setor Sintético B, Q14, L024, Samambaia, DF;ATIVA;ATIVA;11376.51;11376.51;territorial;0;1;0;media;1
CASE-0344;SYN-CNPJ-000344;Empresa Sintética 0344;Ceilândia;Setor Sintético C, Q15, L025, Ceilândia, DF;Setor Sintético C, Q15, L025, Ceilândia, DF;ATIVA;ATIVA;10251.83;10251.83;consistente;0;0;0;nenhuma;0
CASE-0345;SYN-CNPJ-000345;Empresa Sintética 0345;Águas Claras;Setor Sintético Divergente, Q21, L066, Águas Claras, DF;Setor Sintético D, Q16, L026, Águas Claras, DF;ATIVA;ATIVA;1134.88;1134.88;territorial;0;1;0;media;1
CASE-0346;SYN-CNPJ-000346;Empresa Sintética 0346;Gama;Setor Sintético E, Q17, L027, Gama, DF;Setor Sintético E, Q17, L027, Gama, DF;ATIVA;ATIVA;6913.53;6913.53;consistente;0;0;0;nenhuma;0
CASE-0347;SYN-CNPJ-000347;Empresa Sintética 0347;Sobradinho;Setor Sintético F, Q18, L028, Sobradinho, DF;Setor Sintético F, Q18, L028, Sobradinho, DF;ATIVA;ATIVA;24910.95;24910.95;consistente;0;0;0;nenhuma;0
CASE-0348;SYN-CNPJ-000348;Empresa Sintética 0348;Sobradinho;Setor Sintético A, Q19, L029, Sobradinho, DF;Setor Sintético A, Q19, L029, Sobradinho, DF;ATIVA;ATIVA;3504.62;3504.62;consistente;0;0;0;nenhuma;0
CASE-0349;SYN-CNPJ-000349;Empresa Sintética 0349;Sobradinho;Setor Sintético Divergente, Q25, L070, Sobradinho, DF;Setor Sintético B, Q20, L030, Sobradinho, DF;BAIXADA;ATIVA;32650.58;22517.64;multiplas;1;1;1;alta;1
CASE-0350;SYN-CNPJ-000350;Empresa Sintética 0350;Samambaia;Setor Sintético C, Q21, L031, Samambaia, DF;Setor Sintético C, Q21, L031, Samambaia, DF;ATIVA;ATIVA;17882.9;17883.74;ambiguo;0;0;0;baixa;0
CASE-0351;SYN-CNPJ-000351;Empresa Sintética 0351;Ceilândia;Setor Sintético D, Q22, L032, Ceilândia, DF;Setor Sintético D, Q22, L032, Ceilândia, DF;ATIVA;ATIVA;19945.56;19945.56;consistente;0;0;0;nenhuma;0
CASE-0352;SYN-CNPJ-000352;Empresa Sintética 0352;Taguatinga;Setor Sintético E, Q23, L033, Taguatinga, DF;Setor Sintético E, Q23, L033, Taguatinga, DF;BAIXADA;ATIVA;19905.61;19905.61;cadastral;1;0;0;media;1
CASE-0353;SYN-CNPJ-000353;Empresa Sintética 0353;Sobradinho;Setor Sintético F, Q24, L034, Sobradinho, DF;Setor Sintético F, Q24, L034, Sobradinho, DF;ATIVA;ATIVA;9341.96;9341.96;consistente;0;0;0;nenhuma;0
CASE-0354;SYN-CNPJ-000354;Empresa Sintética 0354;Sobradinho;Setor Sintético Divergente, Q05, L005, Sobradinho, DF;Setor Sintético A, Q25, L035, Sobradinho, DF;ATIVA;ATIVA;15492.73;15492.73;territorial;0;1;0;media;1
CASE-0355;SYN-CNPJ-000355;Empresa Sintética 0355;Guará;Setor Sintético B, Q26, L036, Guará, DF;Setor Sintético B, Q26, L036, Guará, DF;BAIXADA;BAIXADA;24990.08;24990.08;consistente;0;0;0;nenhuma;0
CASE-0356;SYN-CNPJ-000356;Empresa Sintética 0356;Gama;Setor Sintético C, Q27, L037, Gama, DF;Setor Sintético C, Q27, L037, Gama, DF;BAIXADA;BAIXADA;13436.68;20671.82;valor;0;0;1;media;1
CASE-0357;SYN-CNPJ-000357;Empresa Sintética 0357;Samambaia;Setor Sintético D, Q28, L038, Samambaia, DF;Setor Sintético D, Q28, L038, Samambaia, DF;ATIVA;ATIVA;11524.38;11524.38;consistente;0;0;0;nenhuma;0
CASE-0358;SYN-CNPJ-000358;Empresa Sintética 0358;Samambaia;Setor Sintético Divergente, Q09, L009, Samambaia, DF;Setor Sintético E, Q29, L039, Samambaia, DF;ATIVA;ATIVA;22010.02;22010.02;territorial;0;1;0;media;1
CASE-0359;SYN-CNPJ-000359;Empresa Sintética 0359;Ceilândia;Setor Sintético F, Q30, L040, Ceilândia, DF;Setor Sintético F, Q30, L040, Ceilândia, DF;ATIVA;ATIVA;7214.45;11099.15;valor;0;0;1;media;1
CASE-0360;SYN-CNPJ-000360;Empresa Sintética 0360;Ceilândia;Setor Sintético Divergente, Q11, L011, Ceilândia, DF;Setor Sintético A, Q01, L041, Ceilândia, DF;BAIXADA;ATIVA;6574.45;4534.1;multiplas;1;1;1;alta;1
CASE-0361;SYN-CNPJ-000361;Empresa Sintética 0361;Águas Claras;Setor Sintético B, Q02, L042, Águas Claras, DF;Setor Sintético B, Q02, L042, Águas Claras, DF;ATIVA;ATIVA;23712.48;23713.34;ambiguo;0;0;0;baixa;0
CASE-0362;SYN-CNPJ-000362;Empresa Sintética 0362;Águas Claras;Setor Sintético C, Q03, L043, Águas Claras, DF;Setor Sintético C, Q03, L043, Águas Claras, DF;ATIVA;ATIVA;3566.67;3566.67;consistente;0;0;0;nenhuma;0
CASE-0363;SYN-CNPJ-000363;Empresa Sintética 0363;Taguatinga;Setor Sintético D, Q04, L044, Taguatinga, DF;Setor Sintético D, Q04, L044, Taguatinga, DF;ATIVA;ATIVA;14999.31;14999.31;consistente;0;0;0;nenhuma;0
CASE-0364;SYN-CNPJ-000364;Empresa Sintética 0364;Ceilândia;Setor Sintético Divergente, Q15, L015, Ceilândia, DF;Setor Sintético E, Q05, L045, Ceilândia, DF;ATIVA;ATIVA;21141.99;21141.99;territorial;0;1;0;media;1
CASE-0365;SYN-CNPJ-000365;Empresa Sintética 0365;Plano Piloto;Setor Sintético Divergente, Q16, L016, Plano Piloto, DF;Setor Sintético F, Q06, L046, Plano Piloto, DF;ATIVA;ATIVA;1613.81;1613.81;territorial;0;1;0;media;1
CASE-0366;SYN-CNPJ-000366;Empresa Sintética 0366;Guará;Setor Sintético Divergente, Q17, L017, Guará, DF;Setor Sintético A, Q07, L047, Guará, DF;ATIVA;ATIVA;19290.5;19290.5;territorial;0;1;0;media;1
CASE-0367;SYN-CNPJ-000367;Empresa Sintética 0367;Plano Piloto;Setor Sintético B, Q08, L048, Plano Piloto, DF;Setor Sintético B, Q08, L048, Plano Piloto, DF;ATIVA;BAIXADA;22280.42;22280.42;cadastral;1;0;0;media;1
CASE-0368;SYN-CNPJ-000368;Empresa Sintética 0368;Guará;Setor Sintético C, Q09, L049, Guará, DF;Setor Sintético C, Q09, L049, Guará, DF;ATIVA;BAIXADA;6499.51;6499.51;cadastral;1;0;0;media;1
CASE-0369;SYN-CNPJ-000369;Empresa Sintética 0369;Gama;Setor Sintético Divergente, Q20, L020, Gama, DF;Setor Sintético D, Q10, L050, Gama, DF;BAIXADA;ATIVA;6967.1;11611.83;multiplas;1;1;1;alta;1
CASE-0370;SYN-CNPJ-000370;Empresa Sintética 0370;Gama;Setor Sintético E, Q11, L051, Gama, DF;Setor Sintético E, Q11, L051, Gama, DF;BAIXADA;BAIXADA;11878.83;11878.83;consistente;0;0;0;nenhuma;0
CASE-0371;SYN-CNPJ-000371;Empresa Sintética 0371;Ceilândia;Setor Sintético F, Q12, L052, Ceilândia, DF;Setor Sintético F, Q12, L052, Ceilândia, DF;ATIVA;ATIVA;21606.38;21606.38;consistente;0;0;0;nenhuma;0
CASE-0372;SYN-CNPJ-000372;Empresa Sintética 0372;Samambaia;Setor Sintético A, Q13, L053, Samambaia, DF;Setor Sintético A, Q13, L053, Samambaia, DF;BAIXADA;BAIXADA;3703.77;3703.77;consistente;0;0;0;nenhuma;0
CASE-0373;SYN-CNPJ-000373;Empresa Sintética 0373;Taguatinga;Setor Sintético B, Q14, L054, Taguatinga, DF;Setor Sintético B, Q14, L054, Taguatinga, DF;ATIVA;ATIVA;6422.58;6422.58;consistente;0;0;0;nenhuma;0
CASE-0374;SYN-CNPJ-000374;Empresa Sintética 0374;Sobradinho;Setor Sintético C, Q15, L055, Sobradinho, DF;Setor Sintético C, Q15, L055, Sobradinho, DF;ATIVA;ATIVA;3951.5;3951.5;consistente;0;0;0;nenhuma;0
CASE-0375;SYN-CNPJ-000375;Empresa Sintética 0375;Gama;Setor Sintético D, Q16, L056, Gama, DF;Setor Sintético D, Q16, L056, Gama, DF;BAIXADA;BAIXADA;6582.62;6582.62;consistente;0;0;0;nenhuma;0
CASE-0376;SYN-CNPJ-000376;Empresa Sintética 0376;Ceilândia;Setor Sintético Divergente, Q02, L027, Ceilândia, DF;Setor Sintético E, Q17, L057, Ceilândia, DF;BAIXADA;ATIVA;33896.52;23376.91;multiplas;1;1;1;alta;1
CASE-0377;SYN-CNPJ-000377;Empresa Sintética 0377;Ceilândia;Setor Sintético F, Q18, L058, Ceilândia, DF;Setor Sintético F, Q18, L058, Ceilândia, DF;BAIXADA;BAIXADA;24901.25;24901.25;consistente;0;0;0;nenhuma;0
CASE-0378;SYN-CNPJ-000378;Empresa Sintética 0378;Guará;Setor Sintético A, Q19, L059, Guará, DF;Setor Sintético A, Q19, L059, Guará, DF;ATIVA;BAIXADA;1067.82;1067.82;cadastral;1;0;0;media;1
CASE-0379;SYN-CNPJ-000379;Empresa Sintética 0379;Sobradinho;Set. Sintético B, Q20, L060, Sobradinho, DF;Setor Sintético B, Q20, L060, Sobradinho, DF;ATIVA;ATIVA;5769.24;5771.04;ambiguo;0;0;0;baixa;0
CASE-0380;SYN-CNPJ-000380;Empresa Sintética 0380;Sobradinho;Setor Sintético C, Q21, L061, Sobradinho, DF;Setor Sintético C, Q21, L061, Sobradinho, DF;BAIXADA;ATIVA;13648.92;13648.92;cadastral;1;0;0;media;1
CASE-0381;SYN-CNPJ-000381;Empresa Sintética 0381;Gama;Setor Sintético Divergente, Q07, L032, Gama, DF;Setor Sintético D, Q22, L062, Gama, DF;BAIXADA;ATIVA;32074.25;22120.17;multiplas;1;1;1;alta;1
CASE-0382;SYN-CNPJ-000382;Empresa Sintética 0382;Samambaia;Setor Sintético E, Q23, L063, Samambaia, DF;Setor Sintético E, Q23, L063, Samambaia, DF;ATIVA;ATIVA;7735.69;10314.25;valor;0;0;1;media;1
CASE-0383;SYN-CNPJ-000383;Empresa Sintética 0383;Guará;Setor Sintético F, Q24, L064, Guará, DF;Setor Sintético F, Q24, L064, Guará, DF;ATIVA;ATIVA;9965.55;9965.55;consistente;0;0;0;nenhuma;0
CASE-0384;SYN-CNPJ-000384;Empresa Sintética 0384;Guará;Setor Sintético A, Q25, L065, Guará, DF;Setor Sintético A, Q25, L065, Guará, DF;BAIXADA;ATIVA;3652.25;3652.25;cadastral;1;0;0;media;1
CASE-0385;SYN-CNPJ-000385;Empresa Sintética 0385;Samambaia;Setor Sintético B, Q26, L066, Samambaia, DF;Setor Sintético B, Q26, L066, Samambaia, DF;ATIVA;ATIVA;14166.88;14166.88;consistente;0;0;0;nenhuma;0
CASE-0386;SYN-CNPJ-000386;Empresa Sintética 0386;Ceilândia;Setor Sintético C, Q27, L067, Ceilândia, DF;Setor Sintético C, Q27, L067, Ceilândia, DF;ATIVA;ATIVA;15260.34;15260.34;consistente;0;0;0;nenhuma;0
CASE-0387;SYN-CNPJ-000387;Empresa Sintética 0387;Plano Piloto;Setor Sintético D, Q28, L068, Plano Piloto, DF;Setor Sintético D, Q28, L068, Plano Piloto, DF;BAIXADA;ATIVA;1453.39;1453.39;cadastral;1;0;0;media;1
CASE-0388;SYN-CNPJ-000388;Empresa Sintética 0388;Sobradinho;Setor Sintético E, Q29, L069, Sobradinho, DF;Setor Sintético E, Q29, L069, Sobradinho, DF;BAIXADA;BAIXADA;3111.79;4149.05;valor;0;0;1;media;1
CASE-0389;SYN-CNPJ-000389;Empresa Sintética 0389;Samambaia;Setor Sintético F, Q30, L070, Samambaia, DF;Setor Sintético F, Q30, L070, Samambaia, DF;ATIVA;ATIVA;10127.39;10127.39;consistente;0;0;0;nenhuma;0
CASE-0390;SYN-CNPJ-000390;Empresa Sintética 0390;Guará;Setor Sintético Divergente, Q16, L041, Guará, DF;Setor Sintético A, Q01, L071, Guará, DF;ATIVA;ATIVA;12929.22;12929.22;territorial;0;1;0;media;1
CASE-0391;SYN-CNPJ-000391;Empresa Sintética 0391;Sobradinho;Setor Sintético B, Q02, L072, Sobradinho, DF;Setor Sintético B, Q02, L072, Sobradinho, DF;BAIXADA;ATIVA;12134.87;12134.87;cadastral;1;0;0;media;1
CASE-0392;SYN-CNPJ-000392;Empresa Sintética 0392;Samambaia;Setor Sintético C, Q03, L073, Samambaia, DF;Setor Sintético C, Q03, L073, Samambaia, DF;ATIVA;ATIVA;24507.5;24507.5;consistente;0;0;0;nenhuma;0
CASE-0393;SYN-CNPJ-000393;Empresa Sintética 0393;Plano Piloto;Setor Sintético Divergente, Q19, L044, Plano Piloto, DF;Setor Sintético D, Q04, L074, Plano Piloto, DF;BAIXADA;BAIXADA;7005.5;7005.5;territorial;0;1;0;media;1
CASE-0394;SYN-CNPJ-000394;Empresa Sintética 0394;Águas Claras;Setor Sintético Divergente, Q20, L045, Águas Claras, DF;Setor Sintético E, Q05, L075, Águas Claras, DF;ATIVA;ATIVA;14796.32;14796.32;territorial;0;1;0;media;1
CASE-0395;SYN-CNPJ-000395;Empresa Sintética 0395;Gama;Setor Sintético F, Q06, L076, Gama, DF;Setor Sintético F, Q06, L076, Gama, DF;ATIVA;ATIVA;20630.7;20630.7;consistente;0;0;0;nenhuma;0
CASE-0396;SYN-CNPJ-000396;Empresa Sintética 0396;Taguatinga;Setor Sintético A, Q07, L077, Taguatinga, DF;Setor Sintético A, Q07, L077, Taguatinga, DF;ATIVA;ATIVA;963.97;963.97;consistente;0;0;0;nenhuma;0
CASE-0397;SYN-CNPJ-000397;Empresa Sintética 0397;Ceilândia;Setor Sintético B, Q08, L078, Ceilândia, DF;Setor Sintético B, Q08, L078, Ceilândia, DF;BAIXADA;BAIXADA;17417.26;17417.26;consistente;0;0;0;nenhuma;0
CASE-0398;SYN-CNPJ-000398;Empresa Sintética 0398;Sobradinho;Setor Sintético C, Q09, L079, Sobradinho, DF;Setor Sintético C, Q09, L079, Sobradinho, DF;BAIXADA;ATIVA;17791.49;17791.49;cadastral;1;0;0;media;1
CASE-0399;SYN-CNPJ-000399;Empresa Sintética 0399;Samambaia;Setor Sintético D, Q10, L080, Samambaia, DF;Setor Sintético D, Q10, L080, Samambaia, DF;ATIVA;BAIXADA;13374.19;13374.19;cadastral;1;0;0;media;1
CASE-0400;SYN-CNPJ-000400;Empresa Sintética 0400;Ceilândia;Setor Sintético E, Q11, L001, Ceilândia, DF;Setor Sintético E, Q11, L001, Ceilândia, DF;BAIXADA;BAIXADA;22847.04;22847.04;consistente;0;0;0;nenhuma;0
CASE-0401;SYN-CNPJ-000401;Empresa Sintética 0401;Samambaia;Setor Sintético F, Q12, L002, Samambaia, DF;Setor Sintético F, Q12, L002, Samambaia, DF;ATIVA;ATIVA;15446.88;15446.88;consistente;0;0;0;nenhuma;0
CASE-0402;SYN-CNPJ-000402;Empresa Sintética 0402;Águas Claras;Setor Sintético A, Q13, L003, Águas Claras, DF;Setor Sintético A, Q13, L003, Águas Claras, DF;ATIVA;ATIVA;14173.12;14173.12;consistente;0;0;0;nenhuma;0
CASE-0403;SYN-CNPJ-000403;Empresa Sintética 0403;Guará;Setor Sintético B, Q14, L004, Guará, DF;Setor Sintético B, Q14, L004, Guará, DF;ATIVA;ATIVA;17770.07;17770.07;consistente;0;0;0;nenhuma;0
CASE-0404;SYN-CNPJ-000404;Empresa Sintética 0404;Sobradinho;Setor Sintético Divergente, Q05, L055, Sobradinho, DF;Setor Sintético C, Q15, L005, Sobradinho, DF;ATIVA;ATIVA;12255.18;12255.18;territorial;0;1;0;media;1
CASE-0405;SYN-CNPJ-000405;Empresa Sintética 0405;Guará;Setor Sintético Divergente, Q06, L056, Guará, DF;Setor Sintético D, Q16, L006, Guará, DF;ATIVA;ATIVA;3485.92;3485.92;territorial;0;1;0;media;1
CASE-0406;SYN-CNPJ-000406;Empresa Sintética 0406;Gama;Setor Sintético Divergente, Q07, L057, Gama, DF;Setor Sintético E, Q17, L007, Gama, DF;BAIXADA;BAIXADA;20550.25;20550.25;territorial;0;1;0;media;1
CASE-0407;SYN-CNPJ-000407;Empresa Sintética 0407;Ceilândia;Setor Sintético F, Q18, L008, Ceilândia, DF;Setor Sintético F, Q18, L008, Ceilândia, DF;ATIVA;ATIVA;1528.95;1530.63;ambiguo;0;0;0;baixa;0
CASE-0408;SYN-CNPJ-000408;Empresa Sintética 0408;Guará;Setor Sintético A, Q19, L009, Guará, DF;Setor Sintético A, Q19, L009, Guará, DF;BAIXADA;BAIXADA;5741.76;5742.68;ambiguo;0;0;0;baixa;0
CASE-0409;SYN-CNPJ-000409;Empresa Sintética 0409;Guará;Setor Sintético Divergente, Q10, L060, Guará, DF;Setor Sintético B, Q20, L010, Guará, DF;ATIVA;ATIVA;3176.05;3176.05;territorial;0;1;0;media;1
CASE-0410;SYN-CNPJ-000410;Empresa Sintética 0410;Águas Claras;Setor Sintético C, Q21, L011, Águas Claras, DF;Setor Sintético C, Q21, L011, Águas Claras, DF;ATIVA;ATIVA;1307.81;1743.75;valor;0;0;1;media;1
CASE-0411;SYN-CNPJ-000411;Empresa Sintética 0411;Plano Piloto;Setor Sintético Divergente, Q12, L062, Plano Piloto, DF;Setor Sintético D, Q22, L012, Plano Piloto, DF;ATIVA;ATIVA;10625.88;10625.88;territorial;0;1;0;media;1
CASE-0412;SYN-CNPJ-000412;Empresa Sintética 0412;Taguatinga;Setor Sintético E, Q23, L013, Taguatinga, DF;Setor Sintético E, Q23, L013, Taguatinga, DF;ATIVA;ATIVA;470.21;626.95;valor;0;0;1;media;1
CASE-0413;SYN-CNPJ-000413;Empresa Sintética 0413;Sobradinho;Setor Sintético F, Q24, L014, Sobradinho, DF;Setor Sintético F, Q24, L014, Sobradinho, DF;ATIVA;BAIXADA;16438.2;16438.2;cadastral;1;0;0;media;1
CASE-0414;SYN-CNPJ-000414;Empresa Sintética 0414;Guará;Setor Sintético A, Q25, L015, Guará, DF;Setor Sintético A, Q25, L015, Guará, DF;ATIVA;ATIVA;4870.24;7492.68;valor;0;0;1;media;1
CASE-0415;SYN-CNPJ-000415;Empresa Sintética 0415;Taguatinga;Setor Sintético Divergente, Q16, L066, Taguatinga, DF;Setor Sintético B, Q26, L016, Taguatinga, DF;BAIXADA;ATIVA;8166.74;13611.23;multiplas;1;1;1;alta;1
CASE-0416;SYN-CNPJ-000416;Empresa Sintética 0416;Ceilândia;Setor Sintético Divergente, Q17, L067, Ceilândia, DF;Setor Sintético C, Q27, L017, Ceilândia, DF;ATIVA;BAIXADA;13269.0;22115.0;multiplas;1;1;1;alta;1
CASE-0417;SYN-CNPJ-000417;Empresa Sintética 0417;Plano Piloto;Set. Sintético D, Q28, L018, Plano Piloto, DF;Setor Sintético D, Q28, L018, Plano Piloto, DF;BAIXADA;BAIXADA;19806.04;19805.04;ambiguo;0;0;0;baixa;0
CASE-0418;SYN-CNPJ-000418;Empresa Sintética 0418;Guará;Setor Sintético Divergente, Q19, L069, Guará, DF;Setor Sintético E, Q29, L019, Guará, DF;BAIXADA;ATIVA;436.23;727.05;multiplas;1;1;1;alta;1
CASE-0419;SYN-CNPJ-000419;Empresa Sintética 0419;Samambaia;Setor Sintético F, Q30, L020, Samambaia, DF;Setor Sintético F, Q30, L020, Samambaia, DF;ATIVA;ATIVA;11631.65;11631.55;ambiguo;0;0;0;baixa;0
CASE-0420;SYN-CNPJ-000420;Empresa Sintética 0420;Ceilândia;Setor Sintético Divergente, Q21, L001, Ceilândia, DF;Setor Sintético A, Q01, L021, Ceilândia, DF;ATIVA;BAIXADA;4310.71;7184.51;multiplas;1;1;1;alta;1
CASE-0421;SYN-CNPJ-000421;Empresa Sintética 0421;Sobradinho;Setor Sintético B, Q02, L022, Sobradinho, DF;Setor Sintético B, Q02, L022, Sobradinho, DF;ATIVA;ATIVA;18105.66;18105.66;consistente;0;0;0;nenhuma;0
CASE-0422;SYN-CNPJ-000422;Empresa Sintética 0422;Samambaia;Setor Sintético C, Q03, L023, Samambaia, DF;Setor Sintético C, Q03, L023, Samambaia, DF;ATIVA;ATIVA;14410.64;14410.64;consistente;0;0;0;nenhuma;0
CASE-0423;SYN-CNPJ-000423;Empresa Sintética 0423;Ceilândia;Setor Sintético D, Q04, L024, Ceilândia, DF;Setor Sintético D, Q04, L024, Ceilândia, DF;BAIXADA;BAIXADA;25951.56;20761.25;valor;0;0;1;media;1
CASE-0424;SYN-CNPJ-000424;Empresa Sintética 0424;Taguatinga;Setor Sintético E, Q05, L025, Taguatinga, DF;Setor Sintético E, Q05, L025, Taguatinga, DF;ATIVA;ATIVA;24551.29;24551.29;consistente;0;0;0;nenhuma;0
CASE-0425;SYN-CNPJ-000425;Empresa Sintética 0425;Águas Claras;Setor Sintético F, Q06, L026, Águas Claras, DF;Setor Sintético F, Q06, L026, Águas Claras, DF;BAIXADA;ATIVA;6889.24;6889.24;cadastral;1;0;0;media;1
CASE-0426;SYN-CNPJ-000426;Empresa Sintética 0426;Guará;Setor Sintético A, Q07, L027, Guará, DF;Setor Sintético A, Q07, L027, Guará, DF;ATIVA;ATIVA;7897.67;7897.67;consistente;0;0;0;nenhuma;0
CASE-0427;SYN-CNPJ-000427;Empresa Sintética 0427;Plano Piloto;Setor Sintético B, Q08, L028, Plano Piloto, DF;Setor Sintético B, Q08, L028, Plano Piloto, DF;ATIVA;ATIVA;12386.43;16515.24;valor;0;0;1;media;1
CASE-0428;SYN-CNPJ-000428;Empresa Sintética 0428;Taguatinga;Setor Sintético C, Q09, L029, Taguatinga, DF;Setor Sintético C, Q09, L029, Taguatinga, DF;BAIXADA;BAIXADA;8016.76;8016.76;consistente;0;0;0;nenhuma;0
CASE-0429;SYN-CNPJ-000429;Empresa Sintética 0429;Guará;Setor Sintético D, Q10, L030, Guará, DF;Setor Sintético D, Q10, L030, Guará, DF;BAIXADA;ATIVA;16148.43;16148.43;cadastral;1;0;0;media;1
CASE-0430;SYN-CNPJ-000430;Empresa Sintética 0430;Samambaia;Set. Sintético E, Q11, L031, Samambaia, DF;Setor Sintético E, Q11, L031, Samambaia, DF;ATIVA;ATIVA;5867.26;5868.65;ambiguo;0;0;0;baixa;0
